Date	Open	High	Low	Close	Change (Pips)	Change (%)
Mar 27, 2019 09:00	1.12759	1.12853	1.12701	1.12804	+4.5	+0.04%
Mar 27, 2019 08:00	1.12522	1.1278	1.12499	1.12757	+23.5	+0.21%
Mar 27, 2019 07:00	1.1266	1.12664	1.12469	1.12521	-13.9	-0.12%
Mar 27, 2019 06:00	1.1257	1.12667	1.12563	1.12659	+8.9	+0.08%
Mar 27, 2019 05:00	1.12578	1.12596	1.12537	1.12572	-0.6	-0.01%
Mar 27, 2019 04:00	1.12527	1.12579	1.12525	1.12574	+4.7	+0.04%
Mar 27, 2019 03:00	1.1257	1.12572	1.12528	1.12529	-4.1	-0.04%
Mar 27, 2019 02:00	1.12558	1.12578	1.12509	1.12572	+1.4	+0.01%
Mar 27, 2019 01:00	1.1267	1.12671	1.12548	1.12555	-11.5	-0.10%
Mar 27, 2019 00:00	1.1274	1.12741	1.12613	1.12668	-7.2	-0.06%
Mar 26, 2019 23:00	1.12755	1.12765	1.12734	1.1274	-1.5	-0.01%
Mar 26, 2019 22:00	1.12698	1.12771	1.12685	1.12753	+5.5	+0.05%
Mar 26, 2019 21:00	1.12653	1.12719	1.12628	1.12698	+4.5	+0.04%
Mar 26, 2019 20:00	1.12692	1.12712	1.1263	1.12656	-3.6	-0.03%
Mar 26, 2019 19:00	1.1277	1.12806	1.12648	1.1269	-8.0	-0.07%
Mar 26, 2019 18:00	1.12832	1.12836	1.12761	1.12773	-5.9	-0.05%
Mar 26, 2019 17:00	1.12885	1.12948	1.12783	1.12834	-5.1	-0.05%
Mar 26, 2019 16:00	1.1279	1.12903	1.1279	1.12882	+9.2	+0.08%
Mar 26, 2019 15:00	1.12973	1.12983	1.12778	1.12789	-18.4	-0.16%
Mar 26, 2019 14:00	1.12855	1.13001	1.12855	1.12977	+12.2	+0.11%
Mar 26, 2019 13:00	1.12875	1.12963	1.128	1.12853	-2.2	-0.02%
Mar 26, 2019 12:00	1.13106	1.13116	1.12846	1.12876	-23.0	-0.20%
Mar 26, 2019 11:00	1.13232	1.13259	1.13089	1.13106	-12.6	-0.11%
Mar 26, 2019 10:00	1.13171	1.13261	1.1315	1.13235	+6.4	+0.06%
Mar 26, 2019 09:00	1.13069	1.13191	1.13068	1.13173	+10.4	+0.09%
Mar 26, 2019 08:00	1.13122	1.13151	1.13027	1.13065	-5.7	-0.05%
Mar 26, 2019 07:00	1.13077	1.13167	1.13051	1.13126	+4.9	+0.04%
Mar 26, 2019 06:00	1.1307	1.13117	1.13063	1.13075	+0.5	+0.00%
Mar 26, 2019 05:00	1.13107	1.13117	1.13049	1.1307	-3.7	-0.03%
Mar 26, 2019 04:00	1.1316	1.13177	1.1311	1.13111	-4.9	-0.04%
Mar 26, 2019 03:00	1.13171	1.1318	1.13147	1.13163	-0.8	-0.01%
Mar 26, 2019 02:00	1.1316	1.13169	1.1314	1.13166	+0.6	+0.01%
Mar 26, 2019 01:00	1.13176	1.13218	1.13147	1.13163	-1.3	-0.01%
Mar 26, 2019 00:00	1.13153	1.13189	1.13132	1.13178	+2.5	+0.02%
Mar 25, 2019 23:00	1.13147	1.13172	1.13144	1.13154	+0.7	+0.01%
Mar 25, 2019 22:00	1.13126	1.1319	1.13121	1.13143	+1.7	+0.02%
Mar 25, 2019 21:00	1.13117	1.13154	1.13098	1.13125	+0.8	+0.01%
Mar 25, 2019 20:00	1.13149	1.1315	1.13102	1.13126	-2.3	-0.02%
Mar 25, 2019 19:00	1.13122	1.1315	1.13111	1.1315	+2.8	+0.02%
Mar 25, 2019 18:00	1.13164	1.13259	1.13105	1.1312	-4.4	-0.04%
Mar 25, 2019 17:00	1.13116	1.13209	1.13101	1.13166	+5.0	+0.04%
Mar 25, 2019 16:00	1.13216	1.13233	1.13105	1.13116	-10.0	-0.09%
Mar 25, 2019 15:00	1.13214	1.13316	1.13183	1.13218	+0.4	+0.00%
Mar 25, 2019 14:00	1.13163	1.13256	1.13114	1.13214	+5.1	+0.05%
Mar 25, 2019 13:00	1.13185	1.1327	1.13123	1.13165	-2.0	-0.02%
Mar 25, 2019 12:00	1.13094	1.13243	1.13091	1.13187	+9.3	+0.08%
Mar 25, 2019 11:00	1.13128	1.13141	1.13039	1.13093	-3.5	-0.03%
Mar 25, 2019 10:00	1.13203	1.13247	1.13123	1.13126	-7.7	-0.07%
Mar 25, 2019 09:00	1.1308	1.13232	1.13075	1.13203	+12.3	+0.11%
Mar 25, 2019 08:00	1.13091	1.13121	1.12948	1.13085	-0.6	-0.01%
Mar 25, 2019 07:00	1.13035	1.13143	1.1303	1.13091	+5.6	+0.05%
Mar 25, 2019 06:00	1.13026	1.13044	1.12995	1.13031	+0.5	+0.00%
Mar 25, 2019 05:00	1.12981	1.13042	1.12981	1.13031	+5.0	+0.04%
Mar 25, 2019 04:00	1.1299	1.13004	1.12959	1.12979	-1.1	-0.01%
Mar 25, 2019 03:00	1.12961	1.13002	1.12949	1.12991	+3.0	+0.03%
Mar 25, 2019 02:00	1.12951	1.12995	1.12951	1.12961	+1.0	+0.01%
Mar 25, 2019 01:00	1.12901	1.12959	1.12901	1.12953	+5.2	+0.05%
Mar 25, 2019 00:00	1.12953	1.12963	1.12886	1.12896	-5.7	-0.05%
Mar 24, 2019 23:00	1.12957	1.12985	1.1295	1.12958	+0.1	+0.00%
Mar 24, 2019 22:00	1.12937	1.12986	1.12922	1.12952	+1.5	+0.01%
Mar 24, 2019 21:00	1.12867	1.13004	1.12856	1.12936	+6.9	+0.06%
Mar 22, 2019 23:00	1.13	1.13	1.13	1.13	+0.0	+0.00%
Mar 22, 2019 20:00	1.12975	1.13016	1.12937	1.13	+2.5	+0.02%
Mar 22, 2019 19:00	1.12934	1.13011	1.1293	1.12972	+3.8	+0.03%
Mar 22, 2019 18:00	1.12968	1.12969	1.12836	1.12939	-2.9	-0.03%
Mar 22, 2019 17:00	1.12837	1.12973	1.12819	1.12962	+12.5	+0.11%
Mar 22, 2019 16:00	1.12827	1.12958	1.12816	1.12841	+1.4	+0.01%
Mar 22, 2019 15:00	1.12787	1.12866	1.12731	1.12825	+3.8	+0.03%
Mar 22, 2019 14:00	1.13047	1.13092	1.12765	1.12788	-25.9	-0.23%
Mar 22, 2019 13:00	1.13056	1.13156	1.12953	1.13048	-0.8	-0.01%
Mar 22, 2019 12:00	1.12985	1.13106	1.1296	1.13054	+6.9	+0.06%
Mar 22, 2019 11:00	1.1309	1.13115	1.12937	1.12986	-10.4	-0.09%
Mar 22, 2019 10:00	1.13049	1.13198	1.12948	1.13093	+4.4	+0.04%
Mar 22, 2019 09:00	1.13031	1.13132	1.12928	1.13049	+1.8	+0.02%
Mar 22, 2019 08:00	1.13875	1.13903	1.12883	1.13031	-84.4	-0.75%
Mar 22, 2019 07:00	1.13793	1.13905	1.13786	1.13874	+8.1	+0.07%
Mar 22, 2019 06:00	1.13771	1.13809	1.13763	1.13798	+2.7	+0.02%
Mar 22, 2019 05:00	1.13776	1.13785	1.13751	1.13769	-0.7	-0.01%
Mar 22, 2019 04:00	1.13749	1.13779	1.13741	1.13779	+3.0	+0.03%
Mar 22, 2019 03:00	1.13739	1.13763	1.13723	1.13747	+0.8	+0.01%
Mar 22, 2019 02:00	1.13755	1.13765	1.13708	1.13734	-2.1	-0.02%
Mar 22, 2019 01:00	1.13673	1.13763	1.1365	1.13759	+8.6	+0.08%
Mar 22, 2019 00:00	1.13738	1.13744	1.13613	1.13671	-6.7	-0.06%
Mar 21, 2019 23:00	1.13762	1.1377	1.13735	1.13738	-2.4	-0.02%
Mar 21, 2019 22:00	1.13736	1.13777	1.13725	1.13764	+2.8	+0.02%
Mar 21, 2019 21:00	1.13735	1.14004	1.13519	1.13735	+0.0	+0.00%
Mar 21, 2019 20:00	1.13666	1.1377	1.13636	1.13749	+8.3	+0.07%
Mar 21, 2019 19:00	1.13528	1.13669	1.13517	1.13666	+13.8	+0.12%
Mar 21, 2019 18:00	1.13529	1.13634	1.13468	1.13532	+0.3	+0.00%
Mar 21, 2019 17:00	1.13522	1.13533	1.13425	1.13528	+0.6	+0.01%
Mar 21, 2019 16:00	1.13608	1.13624	1.13431	1.13523	-8.5	-0.07%
Mar 21, 2019 15:00	1.13712	1.13722	1.13536	1.13605	-10.7	-0.09%
Mar 21, 2019 14:00	1.13923	1.13923	1.13646	1.13715	-20.8	-0.18%
Mar 21, 2019 13:00	1.13856	1.13955	1.13788	1.13922	+6.6	+0.06%
Mar 21, 2019 12:00	1.13923	1.1397	1.13843	1.13856	-6.7	-0.06%
Mar 21, 2019 11:00	1.13884	1.13954	1.1384	1.13921	+3.7	+0.03%
Mar 21, 2019 10:00	1.14061	1.1407	1.13845	1.13884	-17.7	-0.16%
Mar 21, 2019 09:00	1.13985	1.14068	1.13978	1.14058	+7.3	+0.06%
Mar 21, 2019 08:00	1.14133	1.14137	1.13928	1.13987	-14.6	-0.13%
Mar 21, 2019 07:00	1.14236	1.14295	1.14119	1.14131	-10.5	-0.09%
Mar 21, 2019 06:00	1.14202	1.14254	1.14182	1.14239	+3.7	+0.03%
Mar 21, 2019 05:00	1.14263	1.1427	1.14186	1.142	-6.3	-0.06%
Mar 21, 2019 04:00	1.1424	1.14262	1.14212	1.1426	+2.0	+0.02%
Mar 21, 2019 03:00	1.14281	1.1431	1.14228	1.14244	-3.7	-0.03%
Mar 21, 2019 02:00	1.14317	1.14344	1.14266	1.14281	-3.6	-0.03%
Mar 21, 2019 01:00	1.14321	1.14376	1.14268	1.14317	-0.4	+0.00%
Mar 21, 2019 00:00	1.14287	1.14347	1.14247	1.14321	+3.4	+0.03%
Mar 20, 2019 23:00	1.1421	1.14301	1.14209	1.14281	+7.1	+0.06%
Mar 20, 2019 22:00	1.14245	1.1428	1.14214	1.14214	-3.1	-0.03%
Mar 20, 2019 21:00	1.14127	1.14241	1.14117	1.14239	+11.2	+0.10%
Mar 20, 2019 20:00	1.14341	1.14341	1.141	1.14122	-21.9	-0.19%
Mar 20, 2019 19:00	1.14457	1.14481	1.14169	1.14341	-11.6	-0.10%
Mar 20, 2019 18:00	1.13573	1.1447	1.13573	1.14457	+88.4	+0.77%
Mar 20, 2019 17:00	1.135	1.13583	1.13475	1.13576	+7.6	+0.07%
Mar 20, 2019 16:00	1.13523	1.13563	1.13477	1.13495	-2.8	-0.02%
Mar 20, 2019 15:00	1.13568	1.13613	1.13458	1.13524	-4.4	-0.04%
Mar 20, 2019 14:00	1.13597	1.13643	1.13557	1.13569	-2.8	-0.02%
Mar 20, 2019 13:00	1.13548	1.13613	1.13528	1.13598	+5.0	+0.04%
Mar 20, 2019 12:00	1.1358	1.13664	1.13542	1.13546	-3.4	-0.03%
Mar 20, 2019 11:00	1.13505	1.13577	1.13497	1.13577	+7.2	+0.06%
Mar 20, 2019 10:00	1.13489	1.13546	1.13474	1.13504	+1.5	+0.01%
Mar 20, 2019 09:00	1.13432	1.13524	1.13421	1.13492	+6.0	+0.05%
Mar 20, 2019 08:00	1.13451	1.13512	1.13355	1.13431	-2.0	-0.02%
Mar 20, 2019 07:00	1.13471	1.13534	1.13404	1.1345	-2.1	-0.02%
Mar 20, 2019 06:00	1.13471	1.13499	1.13455	1.13469	-0.2	+0.00%
Mar 20, 2019 05:00	1.13462	1.13485	1.13457	1.13475	+1.3	+0.01%
Mar 20, 2019 04:00	1.13464	1.13479	1.13446	1.13459	-0.5	+0.00%
Mar 20, 2019 03:00	1.13474	1.13479	1.13446	1.13465	-0.9	-0.01%
Mar 20, 2019 02:00	1.13493	1.13505	1.1346	1.13477	-1.6	-0.01%
Mar 20, 2019 01:00	1.13473	1.13496	1.13431	1.13494	+2.1	+0.02%
Mar 20, 2019 00:00	1.13546	1.13572	1.13473	1.13473	-7.3	-0.06%
Mar 19, 2019 23:00	1.13533	1.13546	1.13514	1.13542	+0.9	+0.01%
Mar 19, 2019 22:00	1.13496	1.13541	1.13496	1.13536	+4.0	+0.04%
Mar 19, 2019 21:00	1.13513	1.1354	1.13487	1.13494	-1.9	-0.02%
Mar 19, 2019 20:00	1.13582	1.13582	1.13486	1.13512	-7.0	-0.06%
Mar 19, 2019 19:00	1.1353	1.1359	1.13502	1.1358	+5.0	+0.04%
Mar 19, 2019 18:00	1.13537	1.13555	1.13517	1.13529	-0.8	-0.01%
Mar 19, 2019 17:00	1.13494	1.13588	1.13475	1.13537	+4.3	+0.04%
Mar 19, 2019 16:00	1.13469	1.13568	1.13454	1.13497	+2.8	+0.02%
Mar 19, 2019 15:00	1.13504	1.13607	1.13447	1.13467	-3.7	-0.03%
Mar 19, 2019 14:00	1.13461	1.13525	1.13385	1.13499	+3.8	+0.03%
Mar 19, 2019 13:00	1.13519	1.13611	1.13441	1.13461	-5.8	-0.05%
Mar 19, 2019 12:00	1.13552	1.13612	1.13468	1.1352	-3.2	-0.03%
Mar 19, 2019 11:00	1.13552	1.13618	1.13521	1.13555	+0.3	+0.00%
Mar 19, 2019 10:00	1.13528	1.13579	1.13476	1.13553	+2.5	+0.02%
Mar 19, 2019 09:00	1.13542	1.13556	1.13487	1.13523	-1.9	-0.02%
Mar 19, 2019 08:00	1.13475	1.13576	1.13459	1.13548	+7.3	+0.06%
Mar 19, 2019 07:00	1.1349	1.13515	1.13444	1.1347	-2.0	-0.02%
Mar 19, 2019 06:00	1.13438	1.13505	1.13438	1.13494	+5.6	+0.05%
Mar 19, 2019 05:00	1.1346	1.13471	1.13421	1.13437	-2.3	-0.02%
Mar 19, 2019 04:00	1.13477	1.13486	1.13455	1.13459	-1.8	-0.02%
Mar 19, 2019 03:00	1.13427	1.13489	1.13422	1.13482	+5.5	+0.05%
Mar 19, 2019 02:00	1.13383	1.13429	1.13371	1.13425	+4.2	+0.04%
Mar 19, 2019 01:00	1.13376	1.13418	1.13365	1.13382	+0.6	+0.01%
Mar 19, 2019 00:00	1.1336	1.134	1.13335	1.13378	+1.8	+0.02%
Mar 18, 2019 23:00	1.1335	1.13369	1.13347	1.1336	+1.0	+0.01%
Mar 18, 2019 22:00	1.13351	1.13378	1.13344	1.13349	-0.2	+0.00%
Mar 18, 2019 21:00	1.13331	1.13391	1.1332	1.13349	+1.8	+0.02%
Mar 18, 2019 20:00	1.13423	1.1343	1.13391	1.13398	-2.5	-0.02%
Mar 18, 2019 19:00	1.13367	1.13419	1.13352	1.13418	+5.1	+0.04%
Mar 18, 2019 18:00	1.13277	1.13373	1.13263	1.1337	+9.3	+0.08%
Mar 18, 2019 17:00	1.13299	1.13325	1.13248	1.13278	-2.1	-0.02%
Mar 18, 2019 16:00	1.1337	1.13418	1.13258	1.13294	-7.6	-0.07%
Mar 18, 2019 15:00	1.13443	1.13463	1.13304	1.13368	-7.5	-0.07%
Mar 18, 2019 14:00	1.13458	1.13495	1.13405	1.13443	-1.5	-0.01%
Mar 18, 2019 13:00	1.1346	1.13493	1.13415	1.13458	-0.2	+0.00%
Mar 18, 2019 12:00	1.13574	1.13592	1.13461	1.13465	-10.9	-0.10%
Mar 18, 2019 11:00	1.1352	1.13582	1.13508	1.13568	+4.8	+0.04%
Mar 18, 2019 10:00	1.13511	1.13532	1.13478	1.13524	+1.3	+0.01%
Mar 18, 2019 09:00	1.13441	1.13507	1.13401	1.13506	+6.5	+0.06%
Mar 18, 2019 08:00	1.13495	1.13504	1.13412	1.13443	-5.2	-0.05%
Mar 18, 2019 07:00	1.13422	1.13498	1.13383	1.13496	+7.4	+0.07%
Mar 18, 2019 06:00	1.13346	1.13452	1.13334	1.13428	+8.2	+0.07%
Mar 18, 2019 05:00	1.13361	1.13363	1.13318	1.13343	-1.8	-0.02%
Mar 18, 2019 04:00	1.13355	1.13387	1.13343	1.13366	+1.1	+0.01%
Mar 18, 2019 03:00	1.13325	1.1338	1.13312	1.13353	+2.8	+0.02%
Mar 18, 2019 02:00	1.1326	1.1333	1.13246	1.13326	+6.6	+0.06%
Mar 18, 2019 01:00	1.13207	1.13262	1.132	1.13258	+5.1	+0.05%
Mar 18, 2019 00:00	1.13194	1.13244	1.13192	1.13208	+1.4	+0.01%
Mar 17, 2019 23:00	1.1326	1.13264	1.13188	1.13191	-6.9	-0.06%
Mar 17, 2019 22:00	1.13213	1.13275	1.13213	1.13261	+4.8	+0.04%
Mar 17, 2019 21:00	1.13201	1.13266	1.132	1.13215	+1.4	+0.01%
Mar 15, 2019 20:00	1.1322	1.13295	1.1318	1.13237	+1.7	+0.02%
Mar 15, 2019 19:00	1.13195	1.13228	1.13187	1.13216	+2.1	+0.02%
Mar 15, 2019 18:00	1.13203	1.13226	1.13175	1.13199	-0.4	+0.00%
Mar 15, 2019 17:00	1.13172	1.13237	1.13164	1.132	+2.8	+0.02%
Mar 15, 2019 16:00	1.13266	1.13285	1.13143	1.13176	-9.0	-0.08%
Mar 15, 2019 15:00	1.13355	1.1341	1.13221	1.13267	-8.8	-0.08%
Mar 15, 2019 14:00	1.13297	1.13444	1.13242	1.13357	+6.0	+0.05%
Mar 15, 2019 13:00	1.13035	1.13351	1.13	1.13294	+25.9	+0.23%
Mar 15, 2019 12:00	1.13184	1.13194	1.13027	1.13034	-15.0	-0.13%
Mar 15, 2019 11:00	1.13194	1.13216	1.13171	1.13188	-0.6	-0.01%
Mar 15, 2019 10:00	1.13221	1.13266	1.1315	1.13191	-3.0	-0.03%
Mar 15, 2019 09:00	1.13237	1.13251	1.13123	1.13222	-1.5	-0.01%
Mar 15, 2019 08:00	1.13256	1.13293	1.13192	1.13236	-2.0	-0.02%
Mar 15, 2019 07:00	1.13188	1.13252	1.13158	1.13251	+6.3	+0.06%
Mar 15, 2019 06:00	1.13165	1.13206	1.13159	1.13191	+2.6	+0.02%
Mar 15, 2019 05:00	1.13193	1.13193	1.1315	1.13167	-2.6	-0.02%
Mar 15, 2019 04:00	1.13193	1.13195	1.13153	1.13191	-0.2	+0.00%
Mar 15, 2019 03:00	1.13222	1.13268	1.13185	1.13191	-3.1	-0.03%
Mar 15, 2019 02:00	1.13099	1.13227	1.13098	1.13227	+12.8	+0.11%
Mar 15, 2019 01:00	1.13057	1.13122	1.13041	1.13096	+3.9	+0.03%
Mar 15, 2019 00:00	1.13068	1.13098	1.13044	1.13062	-0.6	-0.01%
Mar 14, 2019 23:00	1.13056	1.13088	1.13047	1.13062	+0.6	+0.01%
Mar 14, 2019 22:00	1.13044	1.13095	1.13039	1.13058	+1.4	+0.01%
Mar 14, 2019 21:00	1.13035	1.13075	1.12987	1.13046	+1.1	+0.01%
Mar 14, 2019 20:00	1.13024	1.13051	1.13012	1.13049	+2.5	+0.02%
Mar 14, 2019 19:00	1.13	1.1304	1.12988	1.13025	+2.5	+0.02%
Mar 14, 2019 18:00	1.12991	1.13078	1.12985	1.12999	+0.8	+0.01%
Mar 14, 2019 17:00	1.12993	1.13038	1.1297	1.12988	-0.5	+0.00%
Mar 14, 2019 16:00	1.13036	1.1305	1.1297	1.12998	-3.8	-0.03%
Mar 14, 2019 15:00	1.13001	1.13094	1.12963	1.13032	+3.1	+0.03%
Mar 14, 2019 14:00	1.12999	1.13076	1.12943	1.13002	+0.3	+0.00%
Mar 14, 2019 13:00	1.13024	1.13049	1.12942	1.13	-2.4	-0.02%
Mar 14, 2019 12:00	1.13018	1.13109	1.12982	1.13024	+0.6	+0.01%
Mar 14, 2019 11:00	1.13063	1.13117	1.12959	1.13017	-4.6	-0.04%
Mar 14, 2019 10:00	1.13135	1.13139	1.13014	1.13063	-7.2	-0.06%
Mar 14, 2019 09:00	1.13263	1.13263	1.13113	1.13135	-12.8	-0.11%
Mar 14, 2019 08:00	1.13239	1.13362	1.13237	1.13266	+2.7	+0.02%
Mar 14, 2019 07:00	1.13176	1.1328	1.13123	1.13235	+5.9	+0.05%
Mar 14, 2019 06:00	1.13196	1.13204	1.13135	1.13177	-1.9	-0.02%
Mar 14, 2019 05:00	1.13191	1.13228	1.13176	1.13198	+0.7	+0.01%
Mar 14, 2019 04:00	1.13208	1.13226	1.13177	1.13189	-1.9	-0.02%
Mar 14, 2019 03:00	1.13269	1.13283	1.13203	1.1321	-5.9	-0.05%
Mar 14, 2019 02:00	1.13267	1.13316	1.13248	1.13265	-0.2	+0.00%
Mar 14, 2019 01:00	1.13275	1.1328	1.13233	1.13271	-0.4	+0.00%
Mar 14, 2019 00:00	1.13306	1.1333	1.13262	1.13273	-3.3	-0.03%
Mar 13, 2019 23:00	1.1337	1.13372	1.13292	1.13301	-6.9	-0.06%
Mar 13, 2019 22:00	1.13302	1.13374	1.13302	1.13374	+7.2	+0.06%
Mar 13, 2019 21:00	1.13262	1.13304	1.13233	1.13301	+3.9	+0.03%
Mar 13, 2019 20:00	1.13333	1.13369	1.13266	1.13287	-4.6	-0.04%
Mar 13, 2019 19:00	1.13296	1.13388	1.13217	1.13338	+4.2	+0.04%
Mar 13, 2019 18:00	1.13029	1.13344	1.13027	1.13294	+26.5	+0.23%
Mar 13, 2019 17:00	1.13054	1.13084	1.13	1.13028	-2.6	-0.02%
Mar 13, 2019 16:00	1.1309	1.13151	1.13	1.13052	-3.8	-0.03%
Mar 13, 2019 15:00	1.13055	1.13139	1.13004	1.13094	+3.9	+0.03%
Mar 13, 2019 14:00	1.13073	1.13133	1.13051	1.13051	-2.2	-0.02%
Mar 13, 2019 13:00	1.12935	1.13125	1.12905	1.13073	+13.8	+0.12%
Mar 13, 2019 12:00	1.13023	1.13049	1.12917	1.12939	-8.4	-0.07%
Mar 13, 2019 11:00	1.12928	1.13044	1.12895	1.13019	+9.1	+0.08%
Mar 13, 2019 10:00	1.12941	1.13029	1.12916	1.12931	-1.0	-0.01%
Mar 13, 2019 09:00	1.12943	1.1298	1.12892	1.12941	-0.2	+0.00%
Mar 13, 2019 08:00	1.12798	1.1297	1.12776	1.12943	+14.5	+0.13%
Mar 13, 2019 07:00	1.12866	1.12892	1.12785	1.12795	-7.1	-0.06%
Mar 13, 2019 06:00	1.12865	1.12885	1.12834	1.12866	+0.1	+0.00%
Mar 13, 2019 05:00	1.12835	1.12877	1.12825	1.12866	+3.1	+0.03%
Mar 13, 2019 04:00	1.12842	1.12862	1.12828	1.12834	-0.8	-0.01%
Mar 13, 2019 03:00	1.12842	1.12853	1.12827	1.1284	-0.2	+0.00%
Mar 13, 2019 02:00	1.12875	1.12899	1.12838	1.12847	-2.8	-0.02%
Mar 13, 2019 01:00	1.12878	1.12899	1.12869	1.12872	-0.6	-0.01%
Mar 13, 2019 00:00	1.12867	1.12901	1.12862	1.1288	+1.3	+0.01%
Mar 12, 2019 23:00	1.12899	1.12903	1.12852	1.12868	-3.1	-0.03%
Mar 12, 2019 22:00	1.12879	1.12904	1.12879	1.12898	+1.9	+0.02%
Mar 12, 2019 21:00	1.1287	1.12881	1.12852	1.12876	+0.6	+0.01%
Mar 12, 2019 20:00	1.12965	1.12998	1.12823	1.12863	-10.2	-0.09%
Mar 12, 2019 19:00	1.12981	1.13052	1.12899	1.12967	-1.4	-0.01%
Mar 12, 2019 18:00	1.12894	1.13006	1.12889	1.12976	+8.2	+0.07%
Mar 12, 2019 17:00	1.12934	1.12949	1.12884	1.12894	-4.0	-0.04%
Mar 12, 2019 16:00	1.12765	1.12953	1.12739	1.12939	+17.4	+0.15%
Mar 12, 2019 15:00	1.12717	1.12946	1.12674	1.12765	+4.8	+0.04%
Mar 12, 2019 14:00	1.12796	1.12808	1.1267	1.12712	-8.4	-0.07%
Mar 12, 2019 13:00	1.12816	1.12832	1.12729	1.12798	-1.8	-0.02%
Mar 12, 2019 12:00	1.12533	1.12844	1.1249	1.12813	+28.0	+0.25%
Mar 12, 2019 11:00	1.12689	1.12743	1.125	1.12533	-15.6	-0.14%
Mar 12, 2019 10:00	1.12728	1.12775	1.12669	1.1269	-3.8	-0.03%
Mar 12, 2019 09:00	1.12822	1.1284	1.12723	1.12728	-9.4	-0.08%
Mar 12, 2019 08:00	1.12662	1.12832	1.12639	1.12823	+16.1	+0.14%
Mar 12, 2019 07:00	1.12584	1.12675	1.12548	1.12663	+7.9	+0.07%
Mar 12, 2019 06:00	1.12552	1.12602	1.12536	1.12581	+2.9	+0.03%
Mar 12, 2019 05:00	1.12515	1.12572	1.12515	1.12556	+4.1	+0.04%
Mar 12, 2019 04:00	1.12611	1.12612	1.12511	1.12513	-9.8	-0.09%
Mar 12, 2019 03:00	1.12628	1.12655	1.12603	1.12609	-1.9	-0.02%
Mar 12, 2019 02:00	1.12607	1.12635	1.12578	1.12632	+2.5	+0.02%
Mar 12, 2019 01:00	1.12591	1.12633	1.12582	1.12606	+1.5	+0.01%
Mar 12, 2019 00:00	1.1259	1.1261	1.12554	1.12591	+0.1	+0.00%
Mar 11, 2019 23:00	1.12633	1.12678	1.12546	1.12592	-4.1	-0.04%
Mar 11, 2019 22:00	1.12492	1.12741	1.12475	1.12635	+14.3	+0.13%
Mar 11, 2019 21:00	1.12443	1.12494	1.12435	1.12486	+4.3	+0.04%
Mar 11, 2019 20:00	1.12476	1.12479	1.1241	1.12441	-3.5	-0.03%
Mar 11, 2019 19:00	1.12399	1.12503	1.12381	1.12475	+7.6	+0.07%
Mar 11, 2019 18:00	1.12416	1.12461	1.12384	1.12398	-1.8	-0.02%
Mar 11, 2019 17:00	1.12335	1.12417	1.12301	1.12417	+8.2	+0.07%
Mar 11, 2019 16:00	1.12248	1.12345	1.1222	1.12332	+8.4	+0.07%
Mar 11, 2019 15:00	1.1242	1.12451	1.12218	1.12249	-17.1	-0.15%
Mar 11, 2019 14:00	1.12471	1.1249	1.12356	1.12417	-5.4	-0.05%
Mar 11, 2019 13:00	1.12364	1.12545	1.1236	1.12473	+10.9	+0.10%
Mar 11, 2019 12:00	1.12435	1.1248	1.12328	1.12369	-6.6	-0.06%
Mar 11, 2019 11:00	1.12431	1.12493	1.12397	1.12432	+0.1	+0.00%
Mar 11, 2019 10:00	1.12527	1.12529	1.12362	1.12435	-9.2	-0.08%
Mar 11, 2019 09:00	1.12461	1.12582	1.12423	1.12522	+6.1	+0.05%
Mar 11, 2019 08:00	1.12486	1.12497	1.12427	1.12462	-2.4	-0.02%
Mar 11, 2019 07:00	1.12374	1.12507	1.1235	1.12489	+11.5	+0.10%
Mar 11, 2019 06:00	1.12333	1.12409	1.12331	1.12373	+4.0	+0.04%
Mar 11, 2019 05:00	1.12336	1.1235	1.12324	1.12336	+0.0	+0.00%
Mar 11, 2019 04:00	1.12324	1.12334	1.12315	1.12332	+0.8	+0.01%
Mar 11, 2019 03:00	1.12317	1.12333	1.12306	1.12327	+1.0	+0.01%
Mar 11, 2019 02:00	1.12288	1.12325	1.12287	1.12319	+3.1	+0.03%
Mar 11, 2019 01:00	1.1228	1.12299	1.12239	1.12288	+0.8	+0.01%
Mar 11, 2019 00:00	1.12317	1.12323	1.12229	1.12278	-3.9	-0.03%
Mar 10, 2019 23:00	1.12342	1.12373	1.12311	1.12315	-2.7	-0.02%
Mar 10, 2019 22:00	1.12334	1.12352	1.12309	1.12345	+1.1	+0.01%
Mar 10, 2019 21:00	1.12309	1.12353	1.12309	1.12331	+2.2	+0.02%
Mar 08, 2019 20:00	1.12318	1.12352	1.12306	1.12333	+1.5	+0.01%
Mar 08, 2019 19:00	1.12429	1.12433	1.12316	1.12319	-11.0	-0.10%
Mar 08, 2019 18:00	1.12405	1.12435	1.12388	1.12427	+2.2	+0.02%
Mar 08, 2019 17:00	1.12401	1.12431	1.12382	1.12403	+0.2	+0.00%
Mar 08, 2019 16:00	1.12431	1.12463	1.1238	1.12404	-2.7	-0.02%
Mar 08, 2019 15:00	1.1236	1.12443	1.12325	1.12428	+6.8	+0.06%
Mar 08, 2019 14:00	1.12257	1.12383	1.12252	1.12358	+10.1	+0.09%
Mar 08, 2019 13:00	1.12255	1.12358	1.12222	1.1226	+0.5	+0.00%
