Date	Open	High	Low	Close	Change (Pips)	Change (%)
Apr 24, 2019 20:00	1.11563	1.1159	1.11509	1.1152	-4.3	-0.04%
Apr 24, 2019 19:00	1.11414	1.11576	1.11414	1.11567	+15.3	+0.14%
Apr 24, 2019 18:00	1.11642	1.11646	1.11404	1.11411	-23.1	-0.21%
Apr 24, 2019 17:00	1.11586	1.11651	1.11532	1.11643	+5.7	+0.05%
Apr 24, 2019 16:00	1.11914	1.1192	1.11563	1.11587	-32.7	-0.29%
Apr 24, 2019 15:00	1.12045	1.12046	1.11898	1.11911	-13.4	-0.12%
Apr 24, 2019 14:00	1.1193	1.12099	1.11894	1.12051	+12.1	+0.11%
Apr 24, 2019 13:00	1.12038	1.12038	1.11811	1.11929	-10.9	-0.10%
Apr 24, 2019 12:00	1.12109	1.12117	1.12025	1.12031	-7.8	-0.07%
Apr 24, 2019 11:00	1.12088	1.12117	1.12035	1.12111	+2.3	+0.02%
Apr 24, 2019 10:00	1.12144	1.12151	1.1208	1.1209	-5.4	-0.05%
Apr 24, 2019 09:00	1.12181	1.12233	1.12105	1.12143	-3.8	-0.03%
Apr 24, 2019 08:00	1.12166	1.12195	1.11947	1.12182	+1.6	+0.01%
Apr 24, 2019 07:00	1.1208	1.12173	1.12006	1.12164	+8.4	+0.07%
Apr 24, 2019 06:00	1.12143	1.12153	1.12039	1.12079	-6.4	-0.06%
Apr 24, 2019 05:00	1.12162	1.12182	1.12132	1.12145	-1.7	-0.02%
Apr 24, 2019 04:00	1.12109	1.12163	1.12107	1.12159	+5.0	+0.04%
Apr 24, 2019 03:00	1.1214	1.12145	1.12084	1.1211	-3.0	-0.03%
Apr 24, 2019 02:00	1.12172	1.12172	1.1209	1.12143	-2.9	-0.03%
Apr 24, 2019 01:00	1.12174	1.12203	1.12093	1.12169	-0.5	+0.00%
Apr 24, 2019 00:00	1.12239	1.12241	1.12169	1.12177	-6.2	-0.06%
Apr 23, 2019 23:00	1.12215	1.12243	1.12209	1.12235	+2.0	+0.02%
Apr 23, 2019 22:00	1.12226	1.12243	1.12208	1.12215	-1.1	-0.01%
Apr 23, 2019 21:00	1.1226	1.12263	1.12211	1.12228	-3.2	-0.03%
Apr 23, 2019 20:00	1.12246	1.1228	1.12218	1.12277	+3.1	+0.03%
Apr 23, 2019 19:00	1.12147	1.12246	1.12143	1.12244	+9.7	+0.09%
Apr 23, 2019 18:00	1.12131	1.12165	1.1211	1.12148	+1.7	+0.02%
Apr 23, 2019 17:00	1.12137	1.12147	1.12096	1.12134	-0.3	+0.00%
Apr 23, 2019 16:00	1.12124	1.12163	1.12106	1.12137	+1.3	+0.01%
Apr 23, 2019 15:00	1.12068	1.12127	1.12004	1.12124	+5.6	+0.05%
Apr 23, 2019 14:00	1.12105	1.12119	1.11922	1.12068	-3.7	-0.03%
Apr 23, 2019 13:00	1.1218	1.12186	1.12043	1.12108	-7.2	-0.06%
Apr 23, 2019 12:00	1.12467	1.12479	1.12169	1.1218	-28.7	-0.26%
Apr 23, 2019 11:00	1.12526	1.12529	1.12441	1.12461	-6.5	-0.06%
Apr 23, 2019 10:00	1.12563	1.12563	1.1249	1.12529	-3.4	-0.03%
Apr 23, 2019 09:00	1.12504	1.12612	1.12498	1.12564	+6.0	+0.05%
Apr 23, 2019 08:00	1.12452	1.12584	1.12421	1.12502	+5.0	+0.04%
Apr 23, 2019 07:00	1.12477	1.12513	1.12417	1.12452	-2.5	-0.02%
Apr 23, 2019 06:00	1.12497	1.12497	1.1243	1.1248	-1.7	-0.02%
Apr 23, 2019 05:00	1.12499	1.12518	1.1247	1.12496	-0.3	+0.00%
Apr 23, 2019 04:00	1.12529	1.12534	1.12496	1.12498	-3.1	-0.03%
Apr 23, 2019 03:00	1.12496	1.12551	1.12496	1.12532	+3.6	+0.03%
Apr 23, 2019 02:00	1.12497	1.1251	1.12473	1.12496	-0.1	+0.00%
Apr 23, 2019 01:00	1.12446	1.12509	1.12446	1.12495	+4.9	+0.04%
Apr 23, 2019 00:00	1.12587	1.1259	1.12448	1.12449	-13.8	-0.12%
Apr 22, 2019 23:00	1.12599	1.12605	1.12584	1.12585	-1.4	-0.01%
Apr 22, 2019 22:00	1.12578	1.12601	1.12574	1.12597	+1.9	+0.02%
Apr 22, 2019 21:00	1.12565	1.12592	1.12539	1.12575	+1.0	+0.01%
Apr 22, 2019 20:00	1.12586	1.12587	1.12564	1.12567	-1.9	-0.02%
Apr 22, 2019 19:00	1.12584	1.12603	1.12582	1.12588	+0.4	+0.00%
Apr 22, 2019 18:00	1.12608	1.12616	1.12583	1.12584	-2.4	-0.02%
Apr 22, 2019 17:00	1.12582	1.12614	1.12581	1.12609	+2.7	+0.02%
Apr 22, 2019 16:00	1.12581	1.12619	1.12574	1.12583	+0.2	+0.00%
Apr 22, 2019 15:00	1.12545	1.12618	1.12525	1.12577	+3.2	+0.03%
Apr 22, 2019 14:00	1.12515	1.12567	1.12497	1.12545	+3.0	+0.03%
Apr 22, 2019 13:00	1.12493	1.12544	1.12485	1.12517	+2.4	+0.02%
Apr 22, 2019 12:00	1.12481	1.1255	1.12464	1.12494	+1.3	+0.01%
Apr 22, 2019 11:00	1.12496	1.12504	1.12469	1.12478	-1.8	-0.02%
Apr 22, 2019 10:00	1.12489	1.12519	1.12486	1.12498	+0.9	+0.01%
Apr 22, 2019 09:00	1.12457	1.12495	1.12456	1.12488	+3.1	+0.03%
Apr 22, 2019 08:00	1.12463	1.12473	1.12431	1.12456	-0.7	-0.01%
Apr 22, 2019 07:00	1.12432	1.12469	1.12412	1.12465	+3.3	+0.03%
Apr 22, 2019 06:00	1.12427	1.12446	1.12405	1.12434	+0.7	+0.01%
Apr 22, 2019 05:00	1.12381	1.12433	1.12371	1.12426	+4.5	+0.04%
Apr 22, 2019 04:00	1.12366	1.12382	1.12358	1.12381	+1.5	+0.01%
Apr 22, 2019 03:00	1.12398	1.12414	1.12368	1.12369	-2.9	-0.03%
Apr 22, 2019 02:00	1.12408	1.12417	1.12368	1.12398	-1.0	-0.01%
Apr 22, 2019 01:00	1.12425	1.12443	1.12403	1.12406	-1.9	-0.02%
Apr 22, 2019 00:00	1.12441	1.12451	1.12419	1.12422	-1.9	-0.02%
Apr 21, 2019 23:00	1.12427	1.1245	1.12421	1.12443	+1.6	+0.01%
Apr 21, 2019 22:00	1.12426	1.12434	1.12371	1.12426	+0.0	+0.00%
Apr 21, 2019 21:00	1.12401	1.12458	1.124	1.12428	+2.7	+0.02%
Apr 19, 2019 20:00	1.12453	1.1247	1.124	1.124	-5.3	-0.05%
Apr 19, 2019 19:00	1.12451	1.12462	1.12444	1.12451	+0.0	+0.00%
Apr 19, 2019 18:00	1.12437	1.12459	1.12424	1.1245	+1.3	+0.01%
Apr 19, 2019 17:00	1.12451	1.12456	1.12427	1.12439	-1.2	-0.01%
Apr 19, 2019 16:00	1.1246	1.1246	1.12427	1.12452	-0.8	-0.01%
Apr 19, 2019 15:00	1.12463	1.12471	1.12437	1.1246	-0.3	+0.00%
Apr 19, 2019 14:00	1.12441	1.12474	1.12435	1.12461	+2.0	+0.02%
Apr 19, 2019 13:00	1.12446	1.12465	1.12423	1.12445	-0.1	+0.00%
Apr 19, 2019 12:00	1.12451	1.12459	1.12418	1.12442	-0.9	-0.01%
Apr 19, 2019 11:00	1.12467	1.12468	1.12451	1.12454	-1.3	-0.01%
Apr 19, 2019 10:00	1.12446	1.12471	1.12443	1.12466	+2.0	+0.02%
Apr 19, 2019 09:00	1.12466	1.12467	1.12435	1.12448	-1.8	-0.02%
Apr 19, 2019 08:00	1.1244	1.12476	1.12436	1.12468	+2.8	+0.02%
Apr 19, 2019 07:00	1.12423	1.12454	1.12422	1.12439	+1.6	+0.01%
Apr 19, 2019 06:00	1.12431	1.12452	1.12418	1.12424	-0.7	-0.01%
Apr 19, 2019 05:00	1.12379	1.12432	1.12379	1.12427	+4.8	+0.04%
Apr 19, 2019 04:00	1.12367	1.12381	1.12351	1.12381	+1.4	+0.01%
Apr 19, 2019 03:00	1.12365	1.12371	1.12363	1.12367	+0.2	+0.00%
Apr 19, 2019 02:00	1.12412	1.12422	1.12322	1.12364	-4.8	-0.04%
Apr 19, 2019 01:00	1.12401	1.12422	1.12393	1.12415	+1.4	+0.01%
Apr 19, 2019 00:00	1.1235	1.12406	1.12349	1.12401	+5.1	+0.05%
Apr 18, 2019 23:00	1.12366	1.12382	1.12345	1.1235	-1.6	-0.01%
Apr 18, 2019 22:00	1.12314	1.12367	1.12314	1.12367	+5.3	+0.05%
Apr 18, 2019 21:00	1.12287	1.12313	1.12269	1.12309	+2.2	+0.02%
Apr 18, 2019 20:00	1.12299	1.12332	1.12291	1.12301	+0.2	+0.00%
Apr 18, 2019 19:00	1.123	1.12313	1.12289	1.12297	-0.3	+0.00%
Apr 18, 2019 18:00	1.12285	1.12319	1.12274	1.12304	+1.9	+0.02%
Apr 18, 2019 17:00	1.12295	1.12302	1.12259	1.12279	-1.6	-0.01%
Apr 18, 2019 16:00	1.12407	1.12407	1.1229	1.12298	-10.9	-0.10%
Apr 18, 2019 15:00	1.1243	1.12447	1.12375	1.12405	-2.5	-0.02%
Apr 18, 2019 14:00	1.12495	1.12507	1.12358	1.1243	-6.5	-0.06%
Apr 18, 2019 13:00	1.12402	1.12536	1.12359	1.12494	+9.2	+0.08%
Apr 18, 2019 12:00	1.12521	1.12543	1.12382	1.12407	-11.4	-0.10%
Apr 18, 2019 11:00	1.12538	1.12581	1.12498	1.12517	-2.1	-0.02%
Apr 18, 2019 10:00	1.12514	1.1257	1.12488	1.12539	+2.5	+0.02%
Apr 18, 2019 09:00	1.1261	1.12613	1.12494	1.12519	-9.1	-0.08%
Apr 18, 2019 08:00	1.12709	1.12709	1.12429	1.12605	-10.4	-0.09%
Apr 18, 2019 07:00	1.13015	1.13025	1.12649	1.12712	-30.3	-0.27%
Apr 18, 2019 06:00	1.12997	1.13038	1.12964	1.13012	+1.5	+0.01%
Apr 18, 2019 05:00	1.12946	1.13008	1.12945	1.12997	+5.1	+0.05%
Apr 18, 2019 04:00	1.1294	1.12956	1.12931	1.12947	+0.7	+0.01%
Apr 18, 2019 03:00	1.12922	1.12942	1.12921	1.1294	+1.8	+0.02%
Apr 18, 2019 02:00	1.12923	1.12955	1.12893	1.12919	-0.4	+0.00%
Apr 18, 2019 01:00	1.12984	1.13006	1.12922	1.12924	-6.0	-0.05%
Apr 18, 2019 00:00	1.12966	1.12988	1.12944	1.12984	+1.8	+0.02%
Apr 17, 2019 23:00	1.12983	1.12989	1.12962	1.12962	-2.1	-0.02%
Apr 17, 2019 22:00	1.12974	1.12997	1.1296	1.12984	+1.0	+0.01%
Apr 17, 2019 21:00	1.12924	1.12985	1.12924	1.12973	+4.9	+0.04%
Apr 17, 2019 20:00	1.12997	1.13008	1.12963	1.12991	-0.6	-0.01%
Apr 17, 2019 19:00	1.12983	1.13014	1.12976	1.12994	+1.1	+0.01%
Apr 17, 2019 18:00	1.12969	1.12995	1.12943	1.12985	+1.6	+0.01%
Apr 17, 2019 17:00	1.1296	1.13023	1.12956	1.12965	+0.5	+0.00%
Apr 17, 2019 16:00	1.12962	1.13012	1.12933	1.12963	+0.1	+0.00%
Apr 17, 2019 15:00	1.13031	1.13032	1.12953	1.1296	-7.1	-0.06%
Apr 17, 2019 14:00	1.13036	1.13071	1.12904	1.13028	-0.8	-0.01%
Apr 17, 2019 13:00	1.13037	1.13055	1.12911	1.1304	+0.3	+0.00%
Apr 17, 2019 12:00	1.13028	1.13078	1.13008	1.13038	+1.0	+0.01%
Apr 17, 2019 11:00	1.13092	1.13132	1.13017	1.13021	-7.1	-0.06%
Apr 17, 2019 10:00	1.13087	1.13122	1.1305	1.13095	+0.8	+0.01%
Apr 17, 2019 09:00	1.13159	1.13192	1.13057	1.13085	-7.4	-0.07%
Apr 17, 2019 08:00	1.13167	1.13201	1.13108	1.13157	-1.0	-0.01%
Apr 17, 2019 07:00	1.13063	1.13237	1.13038	1.13169	+10.6	+0.09%
Apr 17, 2019 06:00	1.13115	1.13139	1.13039	1.13065	-5.0	-0.04%
Apr 17, 2019 05:00	1.13029	1.13113	1.13028	1.13113	+8.4	+0.07%
Apr 17, 2019 04:00	1.13033	1.13046	1.13029	1.13034	+0.1	+0.00%
Apr 17, 2019 03:00	1.12981	1.13032	1.12978	1.13028	+4.7	+0.04%
Apr 17, 2019 02:00	1.12936	1.13031	1.12936	1.12987	+5.1	+0.05%
Apr 17, 2019 01:00	1.12862	1.12942	1.12837	1.1293	+6.8	+0.06%
Apr 17, 2019 00:00	1.12845	1.1287	1.12813	1.12864	+1.9	+0.02%
Apr 16, 2019 23:00	1.12813	1.12854	1.12813	1.12846	+3.3	+0.03%
Apr 16, 2019 22:00	1.1285	1.12878	1.12787	1.12811	-3.9	-0.03%
Apr 16, 2019 21:00	1.12797	1.12862	1.12797	1.12853	+5.6	+0.05%
Apr 16, 2019 20:00	1.1283	1.12841	1.12801	1.12805	-2.5	-0.02%
Apr 16, 2019 19:00	1.12875	1.12893	1.12825	1.1283	-4.5	-0.04%
Apr 16, 2019 18:00	1.12879	1.12904	1.12845	1.12875	-0.4	+0.00%
Apr 16, 2019 17:00	1.12838	1.12894	1.12831	1.1288	+4.2	+0.04%
Apr 16, 2019 16:00	1.12925	1.12932	1.12803	1.1284	-8.5	-0.08%
Apr 16, 2019 15:00	1.13001	1.13025	1.12874	1.12924	-7.7	-0.07%
Apr 16, 2019 14:00	1.12958	1.13057	1.12935	1.12998	+4.0	+0.04%
Apr 16, 2019 13:00	1.1297	1.13026	1.12944	1.1296	-1.0	-0.01%
Apr 16, 2019 12:00	1.13096	1.13118	1.12921	1.12973	-12.3	-0.11%
Apr 16, 2019 11:00	1.13008	1.1311	1.12992	1.13096	+8.8	+0.08%
Apr 16, 2019 10:00	1.12905	1.13044	1.12896	1.13004	+9.9	+0.09%
Apr 16, 2019 09:00	1.13051	1.13104	1.12795	1.12907	-14.4	-0.13%
Apr 16, 2019 08:00	1.13104	1.13141	1.13047	1.13052	-5.2	-0.05%
Apr 16, 2019 07:00	1.13081	1.13121	1.12993	1.13103	+2.2	+0.02%
Apr 16, 2019 06:00	1.13048	1.13095	1.13013	1.13079	+3.1	+0.03%
Apr 16, 2019 05:00	1.13046	1.1306	1.13024	1.13052	+0.6	+0.01%
Apr 16, 2019 04:00	1.13027	1.13048	1.13019	1.13044	+1.7	+0.02%
Apr 16, 2019 03:00	1.12984	1.13031	1.12966	1.13025	+4.1	+0.04%
Apr 16, 2019 02:00	1.12932	1.12994	1.12928	1.12983	+5.1	+0.05%
Apr 16, 2019 01:00	1.13058	1.13066	1.12929	1.12936	-12.2	-0.11%
Apr 16, 2019 00:00	1.13043	1.13073	1.13022	1.13054	+1.1	+0.01%
Apr 15, 2019 23:00	1.13023	1.13047	1.1302	1.13043	+2.0	+0.02%
Apr 15, 2019 22:00	1.13009	1.13036	1.13002	1.13024	+1.5	+0.01%
Apr 15, 2019 21:00	1.1303	1.13062	1.12998	1.13008	-2.2	-0.02%
Apr 15, 2019 20:00	1.13056	1.13056	1.13012	1.1304	-1.6	-0.01%
Apr 15, 2019 19:00	1.1304	1.13058	1.13001	1.13055	+1.5	+0.01%
Apr 15, 2019 18:00	1.13025	1.1305	1.12999	1.13036	+1.1	+0.01%
Apr 15, 2019 17:00	1.13065	1.1308	1.13018	1.13026	-3.9	-0.03%
Apr 15, 2019 16:00	1.13037	1.13085	1.1302	1.13064	+2.7	+0.02%
Apr 15, 2019 15:00	1.1308	1.1308	1.13001	1.13036	-4.4	-0.04%
Apr 15, 2019 14:00	1.13037	1.13123	1.13029	1.13084	+4.7	+0.04%
Apr 15, 2019 13:00	1.13132	1.13155	1.12974	1.13031	-10.1	-0.09%
Apr 15, 2019 12:00	1.13079	1.13148	1.13077	1.13132	+5.3	+0.05%
Apr 15, 2019 11:00	1.13091	1.13161	1.13057	1.13076	-1.5	-0.01%
Apr 15, 2019 10:00	1.13142	1.13152	1.13075	1.13096	-4.6	-0.04%
Apr 15, 2019 09:00	1.13178	1.13195	1.13123	1.13138	-4.0	-0.04%
Apr 15, 2019 08:00	1.13166	1.13204	1.13128	1.13183	+1.7	+0.02%
Apr 15, 2019 07:00	1.13119	1.13209	1.13114	1.13164	+4.5	+0.04%
Apr 15, 2019 06:00	1.13061	1.13137	1.13023	1.13116	+5.5	+0.05%
Apr 15, 2019 05:00	1.13091	1.13105	1.13057	1.13066	-2.5	-0.02%
Apr 15, 2019 04:00	1.13114	1.13129	1.13089	1.13092	-2.2	-0.02%
Apr 15, 2019 03:00	1.13139	1.13144	1.13112	1.13114	-2.5	-0.02%
Apr 15, 2019 02:00	1.13086	1.13142	1.13078	1.13135	+4.9	+0.04%
Apr 15, 2019 01:00	1.13035	1.1309	1.13015	1.13087	+5.2	+0.05%
Apr 15, 2019 00:00	1.13027	1.13059	1.13013	1.13036	+0.9	+0.01%
Apr 14, 2019 23:00	1.13043	1.13071	1.13019	1.13026	-1.7	-0.02%
Apr 14, 2019 22:00	1.1301	1.13062	1.1301	1.13043	+3.3	+0.03%
Apr 14, 2019 21:00	1.13036	1.13036	1.12992	1.13014	-2.2	-0.02%
Apr 12, 2019 20:00	1.12988	1.12988	1.12927	1.12982	-0.6	-0.01%
Apr 12, 2019 19:00	1.12957	1.12984	1.12938	1.12983	+2.6	+0.02%
Apr 12, 2019 18:00	1.12968	1.12992	1.12952	1.1296	-0.8	-0.01%
Apr 12, 2019 17:00	1.12986	1.12994	1.12941	1.12968	-1.8	-0.02%
Apr 12, 2019 16:00	1.13041	1.13076	1.12947	1.12984	-5.7	-0.05%
Apr 12, 2019 15:00	1.13135	1.13206	1.13038	1.13041	-9.4	-0.08%
Apr 12, 2019 14:00	1.13137	1.13223	1.13118	1.13134	-0.3	+0.00%
Apr 12, 2019 13:00	1.13206	1.13242	1.13115	1.13142	-6.4	-0.06%
Apr 12, 2019 12:00	1.13068	1.13224	1.13068	1.13204	+13.6	+0.12%
Apr 12, 2019 11:00	1.13132	1.13216	1.13068	1.13068	-6.4	-0.06%
Apr 12, 2019 10:00	1.13138	1.13187	1.13055	1.13129	-0.9	-0.01%
Apr 12, 2019 09:00	1.13056	1.13144	1.13043	1.13142	+8.6	+0.08%
Apr 12, 2019 08:00	1.12888	1.13102	1.12877	1.13057	+16.9	+0.15%
Apr 12, 2019 07:00	1.12843	1.12916	1.12817	1.12887	+4.4	+0.04%
Apr 12, 2019 06:00	1.12857	1.12885	1.12823	1.12841	-1.6	-0.01%
Apr 12, 2019 05:00	1.12914	1.12914	1.12839	1.12859	-5.5	-0.05%
Apr 12, 2019 04:00	1.12898	1.12918	1.12888	1.12912	+1.4	+0.01%
Apr 12, 2019 03:00	1.12897	1.12949	1.12872	1.12901	+0.4	+0.00%
Apr 12, 2019 02:00	1.12844	1.12909	1.12841	1.12895	+5.1	+0.05%
Apr 12, 2019 01:00	1.12838	1.12858	1.12771	1.12848	+1.0	+0.01%
Apr 12, 2019 00:00	1.12601	1.12917	1.12571	1.12835	+23.4	+0.21%
Apr 11, 2019 23:00	1.1258	1.12621	1.12579	1.12599	+1.9	+0.02%
Apr 11, 2019 22:00	1.12569	1.12612	1.12568	1.12584	+1.5	+0.01%
Apr 11, 2019 21:00	1.12508	1.12577	1.12508	1.12566	+5.8	+0.05%
Apr 11, 2019 20:00	1.12593	1.12594	1.12538	1.12541	-5.2	-0.05%
Apr 11, 2019 19:00	1.12559	1.12606	1.12547	1.12597	+3.8	+0.03%
Apr 11, 2019 18:00	1.12556	1.12593	1.12535	1.12562	+0.6	+0.01%
Apr 11, 2019 17:00	1.12585	1.1262	1.12499	1.12552	-3.3	-0.03%
Apr 11, 2019 16:00	1.12613	1.12635	1.12559	1.12581	-3.2	-0.03%
Apr 11, 2019 15:00	1.12743	1.12744	1.12595	1.12617	-12.6	-0.11%
Apr 11, 2019 14:00	1.12711	1.12761	1.12669	1.1274	+2.9	+0.03%
Apr 11, 2019 13:00	1.12598	1.12717	1.12569	1.12711	+11.3	+0.10%
Apr 11, 2019 12:00	1.1267	1.12676	1.12554	1.126	-7.0	-0.06%
Apr 11, 2019 11:00	1.12836	1.12838	1.12636	1.12668	-16.8	-0.15%
Apr 11, 2019 10:00	1.12781	1.12842	1.12745	1.12837	+5.6	+0.05%
Apr 11, 2019 09:00	1.12789	1.12845	1.12761	1.12777	-1.2	-0.01%
Apr 11, 2019 08:00	1.12815	1.12853	1.12751	1.12794	-2.1	-0.02%
Apr 11, 2019 07:00	1.12783	1.12873	1.12752	1.12814	+3.1	+0.03%
Apr 11, 2019 06:00	1.12823	1.12832	1.1275	1.12788	-3.5	-0.03%
Apr 11, 2019 05:00	1.12799	1.12833	1.1279	1.12823	+2.4	+0.02%
Apr 11, 2019 04:00	1.12769	1.12806	1.12759	1.12799	+3.0	+0.03%
Apr 11, 2019 03:00	1.12757	1.12771	1.12729	1.12766	+0.9	+0.01%
